STATEFIP,YEAR,MONTH,EMPSTAT,UHRSWORKT,AGE,SEX
34,1994,5,36,999.0,72,1
34,1994,5,36,999.0,81,2
34,1994,5,36,999.0,78,2
34,1994,5,10,40.0,40,1
34,1994,5,34,999.0,38,2
34,1994,5,34,999.0,17,1
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,10,2
34,1994,5,10,997.0,36,1
34,1994,5,10,40.0,37,2
34,1994,5,34,999.0,17,1
34,1994,5,36,999.0,79,1
34,1994,5,36,999.0,74,2
34,1994,5,10,25.0,39,2
34,1994,5,0,999.0,9,2
34,1994,5,32,999.0,52,2
34,1994,5,10,40.0,60,1
34,1994,5,10,40.0,31,1
34,1994,5,36,999.0,73,2
34,1994,5,36,999.0,73,1
34,1994,5,36,999.0,68,2
34,1994,5,36,999.0,75,1
34,1994,5,36,999.0,61,2
34,1994,5,10,40.0,44,1
34,1994,5,34,999.0,50,2
34,1994,5,10,50.0,45,1
34,1994,5,34,999.0,23,2
34,1994,5,10,40.0,17,2
34,1994,5,0,999.0,5,2
34,1994,5,0,999.0,0,2
34,1994,5,10,20.0,47,1
34,1994,5,10,40.0,42,2
34,1994,5,34,999.0,15,2
34,1994,5,0,999.0,11,1
34,1994,5,0,999.0,9,1
34,1994,5,36,999.0,65,1
34,1994,5,36,999.0,63,1
34,1994,5,36,999.0,87,2
34,1994,5,10,80.0,29,2
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,6,2
34,1994,5,36,999.0,71,1
34,1994,5,34,999.0,71,2
34,1994,5,34,999.0,52,1
34,1994,5,36,999.0,90,2
34,1994,5,36,999.0,69,1
34,1994,5,34,999.0,40,2
34,1994,5,22,999.0,19,1
34,1994,5,10,40.0,19,1
34,1994,5,34,999.0,17,1
34,1994,5,0,999.0,11,2
34,1994,5,34,999.0,19,2
34,1994,5,0,999.0,1,2
34,1994,5,21,999.0,32,2
34,1994,5,10,33.0,30,1
34,1994,5,10,40.0,29,1
34,1994,5,12,30.0,54,2
34,1994,5,10,25.0,33,1
34,1994,5,10,38.0,65,2
34,1994,5,10,40.0,38,2
34,1994,5,36,999.0,62,2
34,1994,5,10,40.0,62,1
34,1994,5,36,999.0,62,1
34,1994,5,10,45.0,46,2
34,1994,5,10,40.0,38,2
34,1994,5,10,40.0,39,1
34,1994,5,0,999.0,7,1
34,1994,5,10,25.0,48,1
34,1994,5,21,999.0,37,2
34,1994,5,10,35.0,72,1
34,1994,5,34,999.0,61,2
34,1994,5,36,999.0,68,1
34,1994,5,36,999.0,72,2
34,1994,5,10,45.0,37,1
34,1994,5,0,999.0,3,1
34,1994,5,36,999.0,75,1
34,1994,5,36,999.0,76,2
34,1994,5,10,40.0,43,2
34,1994,5,36,999.0,75,2
34,1994,5,34,999.0,33,2
34,1994,5,0,999.0,12,2
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,6,1
34,1994,5,36,999.0,88,1
34,1994,5,32,999.0,41,2
34,1994,5,10,40.0,38,1
34,1994,5,34,999.0,35,2
34,1994,5,0,999.0,11,1
34,1994,5,0,999.0,9,2
34,1994,5,32,999.0,45,1
34,1994,5,10,40.0,32,1
34,1994,5,10,40.0,27,1
34,1994,5,10,40.0,30,1
34,1994,5,34,999.0,30,2
34,1994,5,0,999.0,1,1
34,1994,5,0,999.0,2,2
34,1994,5,10,997.0,56,1
34,1994,5,34,999.0,49,1
34,1994,5,32,999.0,58,2
34,1994,5,10,30.0,58,2
34,1994,5,36,999.0,71,2
34,1994,5,36,999.0,79,1
34,1994,5,36,999.0,72,1
34,1994,5,10,40.0,59,1
34,1994,5,10,35.0,59,2
34,1994,5,34,999.0,58,2
34,1994,5,10,27.0,29,2
34,1994,5,0,999.0,10,1
34,1994,5,0,999.0,2,2
34,1994,5,36,999.0,59,2
34,1994,5,32,999.0,37,2
34,1994,5,36,999.0,77,2
34,1994,5,34,999.0,44,1
34,1994,5,10,40.0,34,2
34,1994,5,10,40.0,49,1
34,1994,5,10,40.0,44,2
34,1994,5,34,999.0,21,1
34,1994,5,34,999.0,18,2
34,1994,5,34,999.0,16,2
34,1994,5,36,999.0,80,2
34,1994,5,0,999.0,14,2
34,1994,5,10,40.0,46,2
34,1994,5,10,40.0,44,2
34,1994,5,10,40.0,39,1
34,1994,5,10,40.0,29,1
34,1994,5,34,999.0,29,2
34,1994,5,0,999.0,5,2
34,1994,5,0,999.0,0,1
34,1994,5,10,40.0,37,2
34,1994,5,22,999.0,38,1
34,1994,5,34,999.0,33,1
34,1994,5,36,999.0,68,1
34,1994,5,32,999.0,67,2
34,1994,5,10,30.0,32,2
34,1994,5,10,40.0,49,1
34,1994,5,10,40.0,47,2
34,1994,5,10,10.0,18,2
34,1994,5,10,45.0,26,1
34,1994,5,10,37.0,29,2
34,1994,5,0,999.0,2,1
34,1994,5,10,40.0,50,2
34,1994,5,10,40.0,21,2
34,1994,5,34,999.0,17,2
34,1994,5,34,999.0,20,2
34,1994,5,10,80.0,21,1
34,1994,5,0,999.0,0,1
34,1994,5,36,999.0,84,2
34,1994,5,36,999.0,79,1
34,1994,5,36,999.0,75,2
34,1994,5,10,60.0,48,1
34,1994,5,36,999.0,82,2
34,1994,5,10,40.0,45,1
34,1994,5,36,999.0,78,2
34,1994,5,10,40.0,29,2
34,1994,5,36,999.0,76,2
34,1994,5,36,999.0,81,1
34,1994,5,36,999.0,85,2
34,1994,5,10,40.0,55,1
34,1994,5,36,999.0,72,2
34,1994,5,10,40.0,44,1
34,1994,5,34,999.0,39,2
34,1994,5,0,999.0,7,2
34,1994,5,0,999.0,7,1
34,1994,5,0,999.0,4,2
34,1994,5,34,999.0,71,2
34,1994,5,10,35.0,44,1
34,1994,5,10,35.0,41,2
34,1994,5,0,999.0,9,2
34,1994,5,0,999.0,7,1
34,1994,5,36,999.0,69,1
34,1994,5,36,999.0,70,2
34,1994,5,10,40.0,35,1
34,1994,5,34,999.0,29,2
34,1994,5,10,40.0,40,1
34,1994,5,0,999.0,3,1
34,1994,5,10,70.0,39,1
34,1994,5,10,45.0,40,2
34,1994,5,36,999.0,84,2
34,1994,5,36,999.0,90,2
34,1994,5,36,999.0,73,2
34,1994,5,36,999.0,78,1
34,1994,5,36,999.0,69,2
34,1994,5,10,40.0,35,1
34,1994,5,34,999.0,33,2
34,1994,5,0,999.0,5,1
34,1994,5,0,999.0,4,1
34,1994,5,0,999.0,1,2
34,1994,5,10,80.0,52,2
34,1994,5,10,40.0,45,1
34,1994,5,10,40.0,42,2
34,1994,5,0,999.0,13,1
34,1994,5,36,999.0,66,2
34,1994,5,10,40.0,55,1
34,1994,5,10,20.0,52,2
34,1994,5,10,80.0,55,2
34,1994,5,21,999.0,22,1
34,1994,5,0,999.0,12,1
34,1994,5,10,10.0,65,2
34,1994,5,10,20.0,69,1
34,1994,5,10,50.0,31,1
34,1994,5,21,999.0,30,2
34,1994,5,36,999.0,69,2
34,1994,5,10,48.0,55,1
34,1994,5,10,45.0,37,2
34,1994,5,34,999.0,21,1
34,1994,5,21,999.0,47,2
34,1994,5,10,40.0,45,1
34,1994,5,10,15.0,81,1
34,1994,5,36,999.0,68,2
34,1994,5,10,40.0,58,2
34,1994,5,10,54.0,47,1
34,1994,5,10,32.0,45,2
34,1994,5,10,54.0,21,1
34,1994,5,36,999.0,73,2
34,1994,5,10,40.0,48,1
34,1994,5,10,40.0,46,2
34,1994,5,10,20.0,18,1
34,1994,5,34,999.0,22,2
34,1994,5,10,70.0,39,1
34,1994,5,34,999.0,39,2
34,1994,5,0,999.0,9,2
34,1994,5,0,999.0,7,1
34,1994,5,0,999.0,2,1
34,1994,5,10,40.0,35,1
34,1994,5,10,40.0,30,2
34,1994,5,10,40.0,32,1
34,1994,5,10,40.0,32,2
34,1994,5,10,40.0,30,1
34,1994,5,10,40.0,28,1
34,1994,5,10,35.0,25,2
34,1994,5,10,40.0,52,1
34,1994,5,10,18.0,49,2
34,1994,5,0,999.0,8,2
34,1994,5,34,999.0,21,2
34,1994,5,10,10.0,22,1
34,1994,5,10,997.0,25,1
34,1994,5,34,999.0,46,2
34,1994,5,10,35.0,23,2
34,1994,5,10,40.0,23,1
34,1994,5,34,999.0,21,2
34,1994,5,34,999.0,17,2
34,1994,5,34,999.0,15,2
34,1994,5,0,999.0,13,2
34,1994,5,10,40.0,34,1
34,1994,5,10,25.0,33,2
34,1994,5,0,999.0,4,1
34,1994,5,0,999.0,2,1
34,1994,5,10,60.0,48,1
34,1994,5,10,25.0,44,2
34,1994,5,34,999.0,22,1
34,1994,5,34,999.0,20,1
34,1994,5,10,10.0,16,2
34,1994,5,36,999.0,66,1
34,1994,5,36,999.0,68,2
34,1994,5,34,999.0,15,1
34,1994,5,0,999.0,10,1
34,1994,5,10,45.0,41,1
34,1994,5,10,14.0,43,2
34,1994,5,0,999.0,6,1
34,1994,5,0,999.0,3,2
34,1994,5,10,40.0,28,1
34,1994,5,10,40.0,32,2
34,1994,5,10,40.0,52,1
34,1994,5,10,8.0,35,2
34,1994,5,0,999.0,12,2
34,1994,5,0,999.0,10,2
34,1994,5,34,999.0,37,1
34,1994,5,10,40.0,33,2
34,1994,5,10,40.0,51,2
34,1994,5,10,12.0,23,2
34,1994,5,10,40.0,38,2
34,1994,5,34,999.0,20,2
34,1994,5,21,999.0,22,1
34,1994,5,34,999.0,15,1
34,1994,5,10,997.0,42,1
34,1994,5,34,999.0,42,2
34,1994,5,0,999.0,13,1
34,1994,5,0,999.0,10,2
34,1994,5,36,999.0,81,1
34,1994,5,36,999.0,75,2
34,1994,5,10,8.0,72,2
34,1994,5,36,999.0,74,1
34,1994,5,36,999.0,73,2
34,1994,5,36,999.0,68,1
34,1994,5,36,999.0,66,2
34,1994,5,21,999.0,36,2
34,1994,5,34,999.0,22,1
34,1994,5,10,40.0,28,2
34,1994,5,10,40.0,28,1
34,1994,5,10,38.0,30,2
34,1994,5,10,37.0,61,2
34,1994,5,34,999.0,17,1
34,1994,5,34,999.0,41,1
34,1994,5,10,35.0,29,2
34,1994,5,0,999.0,13,2
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,7,2
34,1994,5,0,999.0,6,2
34,1994,5,0,999.0,3,1
34,1994,5,0,999.0,10,1
34,1994,5,10,40.0,29,1
34,1994,5,21,999.0,24,2
34,1994,5,0,999.0,8,1
34,1994,5,0,999.0,4,1
34,1994,5,0,999.0,4,2
34,1994,5,10,40.0,40,2
34,1994,5,21,999.0,23,2
34,1994,5,34,999.0,27,2
34,1994,5,10,50.0,30,1
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,6,1
34,1994,5,0,999.0,3,2
34,1994,5,0,999.0,0,1
34,1994,5,10,60.0,50,1
34,1994,5,34,999.0,48,2
34,1994,5,0,999.0,11,2
34,1994,5,21,999.0,71,1
34,1994,5,10,40.0,65,2
34,1994,5,10,40.0,38,1
34,1994,5,34,999.0,39,2
34,1994,5,21,999.0,15,2
34,1994,5,21,999.0,18,2
34,1994,5,10,35.0,69,1
34,1994,5,10,40.0,69,2
34,1994,5,10,49.0,55,2
34,1994,5,34,999.0,51,1
34,1994,5,12,10.0,50,2
34,1994,5,10,40.0,62,1
34,1994,5,10,12.0,62,2
34,1994,5,10,40.0,40,1
34,1994,5,34,999.0,35,2
34,1994,5,0,999.0,5,2
34,1994,5,0,999.0,3,2
34,1994,5,10,20.0,34,2
34,1994,5,10,40.0,36,1
34,1994,5,22,999.0,15,2
34,1994,5,0,999.0,12,2
34,1994,5,0,999.0,7,2
34,1994,5,21,999.0,58,1
34,1994,5,10,60.0,64,1
34,1994,5,10,40.0,65,2
34,1994,5,10,21.0,33,2
34,1994,5,0,999.0,12,1
34,1994,5,34,999.0,24,2
34,1994,5,0,999.0,7,2
34,1994,5,0,999.0,3,2
34,1994,5,36,999.0,77,2
34,1994,5,32,999.0,54,2
34,1994,5,10,57.0,41,1
34,1994,5,10,49.0,42,2
34,1994,5,36,999.0,80,2
34,1994,5,10,50.0,60,1
34,1994,5,36,999.0,61,2
34,1994,5,10,35.0,41,2
34,1994,5,10,40.0,43,1
34,1994,5,34,999.0,15,2
34,1994,5,34,999.0,15,1
34,1994,5,0,999.0,11,1
34,1994,5,34,999.0,29,2
34,1994,5,10,40.0,36,1
34,1994,5,0,999.0,4,2
34,1994,5,10,40.0,47,1
34,1994,5,34,999.0,41,2
34,1994,5,34,999.0,18,2
34,1994,5,10,40.0,21,1
34,1994,5,10,45.0,41,1
34,1994,5,10,30.0,42,2
34,1994,5,34,999.0,16,2
34,1994,5,0,999.0,9,2
34,1994,5,10,40.0,49,1
34,1994,5,34,999.0,49,2
34,1994,5,36,999.0,67,1
34,1994,5,10,60.0,46,1
34,1994,5,34,999.0,46,2
34,1994,5,34,999.0,17,2
34,1994,5,0,999.0,14,2
34,1994,5,21,999.0,28,2
34,1994,5,10,37.0,26,2
34,1994,5,22,999.0,25,1
34,1994,5,10,37.0,22,2
34,1994,5,10,16.0,31,2
34,1994,5,10,60.0,30,1
34,1994,5,0,999.0,2,2
34,1994,5,0,999.0,0,2
34,1994,5,36,999.0,62,2
34,1994,5,21,999.0,28,1
34,1994,5,10,40.0,50,2
34,1994,5,10,40.0,49,1
34,1994,5,34,999.0,15,2
34,1994,5,36,999.0,87,1
34,1994,5,10,40.0,68,1
34,1994,5,34,999.0,70,2
34,1994,5,10,40.0,43,1
34,1994,5,34,999.0,33,2
34,1994,5,0,999.0,7,2
34,1994,5,0,999.0,5,2
34,1994,5,10,40.0,35,1
34,1994,5,34,999.0,33,2
34,1994,5,0,999.0,2,1
34,1994,5,10,40.0,41,1
34,1994,5,10,30.0,38,2
34,1994,5,0,999.0,12,1
34,1994,5,0,999.0,9,2
34,1994,5,34,999.0,36,2
34,1994,5,34,999.0,16,2
34,1994,5,0,999.0,9,2
34,1994,5,10,65.0,39,1
34,1994,5,10,35.0,41,2
34,1994,5,36,999.0,89,2
34,1994,5,10,48.0,46,2
34,1994,5,10,60.0,18,2
34,1994,5,34,999.0,53,1
34,1994,5,21,999.0,39,2
34,1994,5,0,999.0,14,2
34,1994,5,12,40.0,26,2
34,1994,5,10,24.0,19,2
34,1994,5,10,40.0,25,1
34,1994,5,36,999.0,77,2
34,1994,5,10,50.0,43,2
34,1994,5,34,999.0,15,2
34,1994,5,0,999.0,3,1
34,1994,5,10,40.0,25,2
34,1994,5,10,40.0,25,2
34,1994,5,10,40.0,72,1
34,1994,5,36,999.0,66,2
34,1994,5,12,40.0,40,2
34,1994,5,36,999.0,79,2
34,1994,5,36,999.0,74,1
34,1994,5,10,50.0,49,1
34,1994,5,21,999.0,48,2
34,1994,5,10,40.0,28,1
34,1994,5,10,38.0,28,2
34,1994,5,10,40.0,29,1
34,1994,5,10,40.0,26,2
34,1994,5,0,999.0,1,2
34,1994,5,10,40.0,53,2
34,1994,5,10,997.0,56,1
34,1994,5,10,997.0,17,2
34,1994,5,0,999.0,12,1
34,1994,5,34,999.0,25,2
34,1994,5,10,40.0,26,1
34,1994,5,0,999.0,3,1
34,1994,5,10,997.0,39,2
34,1994,5,10,997.0,40,1
34,1994,5,10,997.0,20,1
34,1994,5,21,999.0,17,1
34,1994,5,10,50.0,52,1
34,1994,5,10,24.0,41,2
34,1994,5,0,999.0,11,1
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,7,2
34,1994,5,10,40.0,34,1
34,1994,5,10,80.0,41,1
34,1994,5,34,999.0,40,2
34,1994,5,10,60.0,40,1
34,1994,5,0,999.0,13,2
34,1994,5,0,999.0,12,2
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,5,1
34,1994,5,0,999.0,4,1
34,1994,5,0,999.0,1,2
34,1994,5,21,999.0,28,1
34,1994,5,12,40.0,26,2
34,1994,5,36,999.0,78,1
34,1994,5,10,60.0,29,2
34,1994,5,10,45.0,30,1
34,1994,5,10,40.0,51,1
34,1994,5,0,999.0,11,1
34,1994,5,10,8.0,15,2
34,1994,5,10,75.0,41,1
34,1994,5,10,30.0,42,2
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,6,1
34,1994,5,10,35.0,23,2
34,1994,5,10,40.0,31,1
34,1994,5,10,52.0,33,1
34,1994,5,34,999.0,30,2
34,1994,5,21,999.0,30,1
34,1994,5,0,999.0,8,1
34,1994,5,0,999.0,6,1
34,1994,5,36,999.0,78,2
34,1994,5,10,62.0,48,2
34,1994,5,10,54.0,52,1
34,1994,5,10,997.0,23,2
34,1994,5,36,999.0,67,1
34,1994,5,36,999.0,71,2
34,1994,5,10,50.0,50,1
34,1994,5,10,28.0,46,2
34,1994,5,10,40.0,27,2
34,1994,5,34,999.0,58,1
34,1994,5,34,999.0,47,2
34,1994,5,12,40.0,47,1
34,1994,5,32,999.0,44,1
34,1994,5,34,999.0,15,1
34,1994,5,10,60.0,42,1
34,1994,5,10,34.0,38,2
34,1994,5,0,999.0,11,1
34,1994,5,10,20.0,18,2
34,1994,5,34,999.0,59,1
34,1994,5,10,35.0,49,2
34,1994,5,10,40.0,29,1
34,1994,5,10,40.0,30,2
34,1994,5,10,40.0,40,2
34,1994,5,10,50.0,27,1
34,1994,5,10,50.0,41,1
34,1994,5,34,999.0,36,2
34,1994,5,0,999.0,5,2
34,1994,5,10,40.0,28,1
34,1994,5,10,36.0,26,2
34,1994,5,36,999.0,72,1
34,1994,5,10,28.0,69,2
34,1994,5,10,40.0,35,1
34,1994,5,10,40.0,40,2
34,1994,5,0,999.0,3,2
34,1994,5,10,40.0,40,1
34,1994,5,34,999.0,41,2
34,1994,5,0,999.0,11,1
34,1994,5,0,999.0,9,2
34,1994,5,0,999.0,5,1
34,1994,5,36,999.0,61,1
34,1994,5,36,999.0,61,2
34,1994,5,10,50.0,58,1
34,1994,5,10,40.0,56,2
34,1994,5,10,40.0,44,1
34,1994,5,10,21.0,44,2
34,1994,5,0,999.0,6,2
34,1994,5,0,999.0,14,2
34,1994,5,12,40.0,53,1
34,1994,5,10,38.0,53,2
34,1994,5,10,50.0,31,1
34,1994,5,34,999.0,30,1
34,1994,5,10,40.0,54,1
34,1994,5,10,80.0,50,2
34,1994,5,21,999.0,26,1
34,1994,5,10,25.0,66,2
34,1994,5,10,50.0,44,1
34,1994,5,10,48.0,44,2
34,1994,5,0,999.0,14,2
34,1994,5,10,40.0,31,1
34,1994,5,10,40.0,31,2
34,1994,5,0,999.0,7,2
34,1994,5,0,999.0,6,1
34,1994,5,0,999.0,5,1
34,1994,5,0,999.0,4,2
34,1994,5,0,999.0,2,1
34,1994,5,36,999.0,64,1
34,1994,5,10,40.0,53,1
34,1994,5,10,10.0,52,2
34,1994,5,10,43.0,35,2
34,1994,5,0,999.0,13,2
34,1994,5,10,38.0,23,2
34,1994,5,10,40.0,25,1
34,1994,5,10,80.0,29,1
34,1994,5,10,60.0,28,2
34,1994,5,34,999.0,26,2
34,1994,5,0,999.0,3,1
34,1994,5,0,999.0,1,1
34,1994,5,34,999.0,34,2
34,1994,5,0,999.0,8,1
34,1994,5,0,999.0,5,1
34,1994,5,10,65.0,26,1
34,1994,5,10,35.0,21,2
34,1994,5,36,999.0,68,1
34,1994,5,10,40.0,62,2
34,1994,5,32,999.0,48,1
34,1994,5,10,40.0,31,2
34,1994,5,10,30.0,31,1
34,1994,5,10,40.0,56,2
34,1994,5,36,999.0,81,1
34,1994,5,36,999.0,79,2
34,1994,5,36,999.0,78,1
34,1994,5,36,999.0,76,2
34,1994,5,10,50.0,34,1
34,1994,5,36,999.0,82,1
34,1994,5,10,60.0,47,1
34,1994,5,10,40.0,47,2
34,1994,5,10,50.0,24,1
34,1994,5,10,40.0,21,1
34,1994,5,34,999.0,18,1
34,1994,5,34,999.0,15,1
34,1994,5,36,999.0,71,1
34,1994,5,36,999.0,70,2
34,1994,5,10,45.0,55,1
34,1994,5,10,40.0,49,2
34,1994,5,10,16.0,24,2
34,1994,5,10,65.0,47,1
34,1994,5,10,40.0,43,2
34,1994,5,10,17.0,20,2
34,1994,5,34,999.0,19,2
34,1994,5,10,6.0,17,2
34,1994,5,10,40.0,28,1
34,1994,5,10,37.0,66,1
34,1994,5,10,40.0,31,1
34,1994,5,10,40.0,31,1
34,1994,5,10,40.0,51,1
34,1994,5,10,40.0,46,2
34,1994,5,10,40.0,25,2
34,1994,5,10,20.0,23,2
34,1994,5,22,999.0,18,2
34,1994,5,10,40.0,55,1
34,1994,5,10,35.0,50,2
34,1994,5,34,999.0,20,2
34,1994,5,10,40.0,44,1
34,1994,5,34,999.0,44,2
34,1994,5,34,999.0,17,1
34,1994,5,10,40.0,37,1
34,1994,5,10,37.0,29,2
34,1994,5,0,999.0,5,2
34,1994,5,0,999.0,1,1
34,1994,5,10,40.0,49,2
34,1994,5,34,999.0,20,2
34,1994,5,10,46.0,29,1
34,1994,5,0,999.0,7,1
34,1994,5,10,15.0,27,2
34,1994,5,0,999.0,0,1
34,1994,5,10,40.0,46,1
34,1994,5,10,40.0,44,2
34,1994,5,34,999.0,19,2
34,1994,5,10,40.0,26,2
34,1994,5,10,40.0,42,1
34,1994,5,34,999.0,40,2
34,1994,5,34,999.0,19,1
34,1994,5,10,50.0,28,1
34,1994,5,34,999.0,29,2
34,1994,5,0,999.0,1,2
34,1994,5,0,999.0,0,1
34,1994,5,36,999.0,86,2
34,1994,5,10,55.0,29,2
34,1994,5,36,999.0,88,2
34,1994,5,10,40.0,55,2
34,1994,5,10,40.0,55,1
34,1994,5,34,999.0,48,2
34,1994,5,10,60.0,45,1
34,1994,5,0,999.0,11,2
34,1994,5,10,40.0,47,2
34,1994,5,10,40.0,48,1
34,1994,5,34,999.0,17,1
34,1994,5,34,999.0,19,2
34,1994,5,10,45.0,37,1
34,1994,5,10,45.0,46,2
34,1994,5,12,35.0,77,1
34,1994,5,21,999.0,29,1
34,1994,5,21,999.0,43,1
34,1994,5,10,50.0,37,2
34,1994,5,0,999.0,3,1
34,1994,5,0,999.0,0,2
34,1994,5,10,40.0,52,1
34,1994,5,10,32.0,49,2
34,1994,5,10,15.0,21,2
34,1994,5,36,999.0,74,1
34,1994,5,10,35.0,66,2
34,1994,5,10,997.0,29,2
34,1994,5,10,997.0,29,1
34,1994,5,0,999.0,3,2
34,1994,5,10,45.0,42,2
34,1994,5,21,999.0,23,2
34,1994,5,36,999.0,73,2
34,1994,5,36,999.0,81,1
34,1994,5,32,999.0,60,1
34,1994,5,34,999.0,52,2
34,1994,5,10,40.0,25,1
34,1994,5,10,12.0,40,1
34,1994,5,10,40.0,53,1
34,1994,5,10,50.0,33,1
34,1994,5,10,45.0,52,1
34,1994,5,10,55.0,50,2
34,1994,5,34,999.0,22,1
34,1994,5,21,999.0,19,2
34,1994,5,10,997.0,65,1
34,1994,5,10,15.0,72,2
34,1994,5,10,48.0,65,1
34,1994,5,10,40.0,65,2
34,1994,5,10,40.0,29,2
34,1994,5,10,5.0,35,2
34,1994,5,10,997.0,38,1
34,1994,5,0,999.0,12,1
34,1994,5,0,999.0,9,2
34,1994,5,34,999.0,43,2
34,1994,5,10,60.0,43,1
34,1994,5,0,999.0,13,1
34,1994,5,0,999.0,12,2
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,9,2
34,1994,5,10,70.0,48,1
34,1994,5,34,999.0,46,2
34,1994,5,34,999.0,21,2
34,1994,5,34,999.0,18,2
34,1994,5,10,40.0,46,1
34,1994,5,34,999.0,46,2
34,1994,5,34,999.0,21,1
34,1994,5,10,12.0,18,2
34,1994,5,0,999.0,13,1
34,1994,5,10,70.0,38,2
34,1994,5,21,999.0,31,1
34,1994,5,0,999.0,14,2
34,1994,5,0,999.0,8,1
34,1994,5,0,999.0,6,2
34,1994,5,0,999.0,1,1
34,1994,5,10,40.0,42,2
34,1994,5,12,39.0,63,2
34,1994,5,34,999.0,36,2
34,1994,5,10,40.0,41,1
34,1994,5,34,999.0,19,1
34,1994,5,10,60.0,34,1
34,1994,5,10,60.0,38,2
34,1994,5,0,999.0,7,1
34,1994,5,0,999.0,3,1
34,1994,5,36,999.0,59,2
34,1994,5,10,60.0,64,1
34,1994,5,34,999.0,20,2
34,1994,5,34,999.0,19,1
34,1994,5,0,999.0,0,2
34,1994,5,34,999.0,41,2
34,1994,5,10,32.0,40,1
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,9,1
34,1994,5,10,10.0,40,2
34,1994,5,10,40.0,49,1
34,1994,5,0,999.0,11,2
34,1994,5,0,999.0,9,1
34,1994,5,10,10.0,41,2
34,1994,5,10,997.0,42,1
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,6,2
34,1994,5,34,999.0,43,1
34,1994,5,34,999.0,44,2
34,1994,5,34,999.0,21,1
34,1994,5,34,999.0,18,2
34,1994,5,21,999.0,50,2
34,1994,5,10,40.0,48,2
34,1994,5,10,40.0,29,2
34,1994,5,10,60.0,58,1
34,1994,5,36,999.0,73,1
34,1994,5,36,999.0,77,1
34,1994,5,10,8.0,64,2
34,1994,5,10,38.0,39,2
34,1994,5,0,999.0,10,2
34,1994,5,34,999.0,15,2
34,1994,5,10,20.0,26,2
34,1994,5,10,40.0,44,1
34,1994,5,0,999.0,4,2
34,1994,5,10,40.0,43,1
34,1994,5,10,35.0,41,2
34,1994,5,0,999.0,14,2
34,1994,5,0,999.0,10,2
34,1994,5,0,999.0,6,2
34,1994,5,10,20.0,48,2
34,1994,5,10,45.0,59,1
34,1994,5,10,45.0,22,2
34,1994,5,36,999.0,75,2
34,1994,5,34,999.0,46,2
34,1994,5,10,997.0,46,1
34,1994,5,34,999.0,18,2
34,1994,5,0,999.0,14,1
34,1994,5,0,999.0,13,1
34,1994,5,10,60.0,43,2
34,1994,5,10,50.0,43,1
34,1994,5,0,999.0,6,1
34,1994,5,0,999.0,14,1
34,1994,5,10,35.0,52,2
34,1994,5,10,40.0,55,1
34,1994,5,34,999.0,40,2
34,1994,5,21,999.0,46,1
34,1994,5,0,999.0,9,2
34,1994,5,0,999.0,7,2
34,1994,5,0,999.0,4,1
34,1994,5,36,999.0,72,1
34,1994,5,36,999.0,74,2
34,1994,5,36,999.0,64,2
34,1994,5,10,45.0,33,1
34,1994,5,10,21.0,29,2
34,1994,5,0,999.0,1,2
34,1994,5,36,999.0,66,1
34,1994,5,10,35.0,60,2
34,1994,5,10,40.0,25,1
34,1994,5,10,40.0,40,1
34,1994,5,10,40.0,48,1
34,1994,5,34,999.0,43,2
34,1994,5,10,20.0,18,2
34,1994,5,21,999.0,22,1
34,1994,5,34,999.0,31,2
34,1994,5,10,40.0,32,1
34,1994,5,0,999.0,9,1
34,1994,5,0,999.0,7,1
34,1994,5,36,999.0,65,1
34,1994,5,32,999.0,65,2
34,1994,5,10,40.0,24,2
34,1994,5,10,55.0,27,1
34,1994,5,36,999.0,73,1
34,1994,5,10,2.0,74,2
34,1994,5,10,40.0,60,1
34,1994,5,10,50.0,34,1
34,1994,5,34,999.0,32,2
34,1994,5,0,999.0,4,2
34,1994,5,0,999.0,2,1
34,1994,5,34,999.0,57,2
34,1994,5,34,999.0,28,2
34,1994,5,10,40.0,26,2
34,1994,5,10,40.0,25,1
34,1994,5,36,999.0,67,2
34,1994,5,36,999.0,70,1
34,1994,5,36,999.0,72,2
34,1994,5,10,35.0,43,1
34,1994,5,10,25.0,36,2
34,1994,5,0,999.0,6,2
34,1994,5,0,999.0,1,1
34,1994,5,36,999.0,90,2
34,1994,5,36,999.0,73,2
34,1994,5,10,40.0,63,1
34,1994,5,10,50.0,43,2
34,1994,5,10,50.0,46,1
34,1994,5,10,43.0,37,2
34,1994,5,0,999.0,14,2
34,1994,5,0,999.0,13,1
34,1994,5,0,999.0,8,2
34,1994,5,10,50.0,43,2
34,1994,5,36,999.0,71,1
34,1994,5,10,35.0,59,2
34,1994,5,10,40.0,27,1
34,1994,5,10,60.0,29,1
